Bureau of Meteorology station number,Year,Month,Day,Rainfall amount (millimetres),Period over which rainfall was measured (days),index
66011,2016,11,25,0.0,1.0,694
66011,2016,11,26,0.0,1.0,695
66011,2016,11,27,0.0,1.0,696
66011,2016,11,28,0.0,1.0,697
66011,2016,11,29,0.0,1.0,698
66011,2016,11,30,0.0,1.0,699
66011,2016,12,1,1.0,1.0,700
66011,2016,12,2,0.0,1.0,701
66011,2016,12,3,0.0,1.0,702
66011,2016,12,4,0.0,1.0,703
66011,2016,12,5,1.0,1.0,704
66011,2016,12,6,1.0,1.0,705
66011,2016,12,7,6.0,1.0,706
66011,2016,12,8,0.0,1.0,707
66011,2016,12,9,2.0,1.0,708
66011,2016,12,10,0.0,1.0,709
66011,2016,12,11,0.0,1.0,710
66011,2016,12,12,0.0,1.0,711
66011,2016,12,13,0.0,1.0,712
66011,2016,12,14,0.0,1.0,713
66011,2016,12,15,7.0,1.0,714
66011,2016,12,16,28.0,1.0,715
66011,2016,12,17,10.0,1.0,716
66011,2016,12,18,0.0,1.0,717
66011,2016,12,19,1.0,1.0,718
66011,2016,12,20,0.0,1.0,719
66011,2016,12,21,5.0,1.0,720
66011,2016,12,22,0.0,1.0,721
66011,2016,12,23,0.0,1.0,722
66011,2016,12,24,0.0,1.0,723
66011,2016,12,25,11.0,1.0,724
66011,2016,12,26,0.0,1.0,725
66011,2016,12,27,0.0,1.0,726
66011,2016,12,28,0.0,1.0,727
66011,2016,12,29,0.0,1.0,728
66011,2016,12,30,0.0,1.0,729
66011,2016,12,31,0.0,1.0,730
66011,2017,1,1,0.0,1.0,731
66011,2017,1,2,0.0,1.0,732
66011,2017,1,3,2.0,1.0,733
66011,2017,1,4,6.0,1.0,734
66011,2017,1,5,3.0,1.0,735
66011,2017,1,6,0.0,1.0,736
66011,2017,1,7,0.0,1.0,737
66011,2017,1,8,0.0,1.0,738
66011,2017,1,9,0.0,1.0,739
66011,2017,1,10,0.0,1.0,740
66011,2017,1,11,0.0,1.0,741
66011,2017,1,12,0.0,1.0,742
66011,2017,1,13,0.0,1.0,743
66011,2017,1,14,0.0,1.0,744
66011,2017,1,15,0.0,1.0,745
66011,2017,1,16,1.0,1.0,746
66011,2017,1,17,0.0,1.0,747
66011,2017,1,18,0.0,1.0,748
66011,2017,1,19,0.0,1.0,749
66011,2017,1,20,1.0,1.0,750
66011,2017,1,21,7.0,1.0,751
66011,2017,1,22,0.0,1.0,752
66011,2017,1,23,0.0,1.0,753
66011,2017,1,24,0.0,1.0,754
66011,2017,1,25,4.0,1.0,755
66011,2017,1,26,0.0,1.0,756
66011,2017,1,27,1.0,1.0,757
66011,2017,1,28,0.0,1.0,758
66011,2017,1,29,0.0,1.0,759
66011,2017,1,30,0.0,1.0,760
66011,2017,1,31,0.0,1.0,761
66011,2017,2,1,2.0,1.0,762
66011,2017,2,2,3.0,1.0,763
66011,2017,2,3,0.0,1.0,764
66011,2017,2,4,0.0,1.0,765
66011,2017,2,5,0.0,1.0,766
66011,2017,2,6,0.0,1.0,767
66011,2017,2,7,2.0,1.0,768
66011,2017,2,8,53.0,1.0,769
66011,2017,2,9,5.0,1.0,770
66011,2017,2,10,0.0,1.0,771
66011,2017,2,11,0.0,1.0,772
66011,2017,2,12,0.0,1.0,773
66011,2017,2,13,0.0,1.0,774
66011,2017,2,14,0.0,1.0,775
66011,2017,2,15,6.0,1.0,776
66011,2017,2,16,0.0,1.0,777
66011,2017,2,17,0.0,1.0,778
66011,2017,2,18,4.0,1.0,779
66011,2017,2,19,15.0,1.0,780
66011,2017,2,20,1.0,1.0,781
66011,2017,2,21,0.0,1.0,782
66011,2017,2,22,0.0,1.0,783
66011,2017,2,23,0.0,1.0,784
66011,2017,2,24,0.0,1.0,785
66011,2017,2,25,9.0,1.0,786
66011,2017,2,26,24.0,1.0,787
66011,2017,2,27,18.0,1.0,788
66011,2017,2,28,9.0,1.0,789
66011,2017,3,1,11.0,1.0,790
66011,2017,3,2,8.0,1.0,791
66011,2017,3,3,6.0,1.0,792
66011,2017,3,4,33.0,1.0,793
66011,2017,3,5,12.0,1.0,794
66011,2017,3,6,2.0,1.0,795
66011,2017,3,7,0.0,1.0,796
66011,2017,3,8,9.0,1.0,797
66011,2017,3,9,1.0,1.0,798
66011,2017,3,10,0.0,1.0,799
66011,2017,3,11,0.0,1.0,800
66011,2017,3,12,0.0,1.0,801
66011,2017,3,13,0.0,1.0,802
66011,2017,3,14,0.0,1.0,803
66011,2017,3,15,27.0,1.0,804
66011,2017,3,16,12.0,1.0,805
66011,2017,3,17,14.0,1.0,806
66011,2017,3,18,54.0,1.0,807
66011,2017,3,19,11.0,1.0,808
66011,2017,3,20,0.0,1.0,809
66011,2017,3,21,0.0,1.0,810
66011,2017,3,22,14.0,1.0,811
66011,2017,3,23,7.0,1.0,812
66011,2017,3,24,9.0,1.0,813
66011,2017,3,25,3.0,1.0,814
66011,2017,3,26,0.0,1.0,815
66011,2017,3,27,0.0,1.0,816
66011,2017,3,28,1.0,1.0,817
66011,2017,3,29,0.0,1.0,818
66011,2017,3,30,0.0,1.0,819
66011,2017,3,31,50.0,1.0,820
66011,2017,4,1,0.0,1.0,821
66011,2017,4,2,0.0,1.0,822
66011,2017,4,3,17.0,1.0,823
66011,2017,4,4,9.0,1.0,824
66011,2017,4,5,4.0,1.0,825
66011,2017,4,6,0.0,1.0,826
66011,2017,4,7,0.0,1.0,827
66011,2017,4,8,0.0,1.0,828
66011,2017,4,9,0.0,1.0,829
66011,2017,4,10,7.0,1.0,830
66011,2017,4,11,0.0,1.0,831
66011,2017,4,12,6.0,1.0,832
66011,2017,4,13,12.0,1.0,833
66011,2017,4,14,0.0,1.0,834
66011,2017,4,15,0.0,1.0,835
66011,2017,4,16,0.0,1.0,836
66011,2017,4,17,0.0,1.0,837
66011,2017,4,18,0.0,1.0,838
66011,2017,4,19,0.0,1.0,839
66011,2017,4,20,0.0,1.0,840
66011,2017,4,21,0.0,1.0,841
66011,2017,4,22,0.0,1.0,842
66011,2017,4,23,0.0,1.0,843
66011,2017,4,24,0.0,1.0,844
66011,2017,4,25,0.0,1.0,845
66011,2017,4,26,3.0,1.0,846
66011,2017,4,27,4.0,1.0,847
66011,2017,4,28,0.0,1.0,848
66011,2017,4,29,0.0,1.0,849
66011,2017,4,30,0.0,1.0,850
66011,2017,5,1,0.0,1.0,851
66011,2017,5,2,0.0,1.0,852
66011,2017,5,3,0.0,1.0,853
66011,2017,5,4,0.0,1.0,854
66011,2017,5,5,0.0,1.0,855
66011,2017,5,6,0.0,1.0,856
66011,2017,5,7,2.0,1.0,857
66011,2017,5,8,0.0,1.0,858
66011,2017,5,9,0.0,1.0,859
66011,2017,5,10,0.0,1.0,860
66011,2017,5,11,0.0,1.0,861
66011,2017,5,12,0.0,1.0,862
66011,2017,5,13,2.0,1.0,863
66011,2017,5,14,0.0,1.0,864
66011,2017,5,15,2.0,1.0,865
66011,2017,5,16,0.0,1.0,866
66011,2017,5,17,0.0,1.0,867
66011,2017,5,18,0.0,1.0,868
66011,2017,5,19,0.0,1.0,869
66011,2017,5,20,14.0,1.0,870
66011,2017,5,21,0.0,1.0,871
66011,2017,5,22,0.0,1.0,872
66011,2017,5,23,0.0,1.0,873
66011,2017,5,24,1.0,1.0,874
66011,2017,5,25,0.0,1.0,875
66011,2017,5,26,0.0,1.0,876
66011,2017,5,27,0.0,1.0,877
66011,2017,5,28,0.0,1.0,878
66011,2017,5,29,0.0,1.0,879
66011,2017,5,30,0.0,1.0,880
66011,2017,5,31,0.0,1.0,881
66011,2017,6,1,0.0,1.0,882
66011,2017,6,2,0.0,1.0,883
66011,2017,6,3,0.0,1.0,884
66011,2017,6,4,0.0,1.0,885
66011,2017,6,5,0.0,1.0,886
66011,2017,6,6,0.0,1.0,887
66011,2017,6,7,52.0,1.0,888
66011,2017,6,8,80.0,1.0,889
66011,2017,6,9,5.0,1.0,890
66011,2017,6,10,33.0,1.0,891
66011,2017,6,11,5.0,1.0,892
66011,2017,6,12,2.0,1.0,893
66011,2017,6,13,0.0,1.0,894
66011,2017,6,14,3.0,1.0,895
66011,2017,6,15,0.0,1.0,896
66011,2017,6,16,0.0,1.0,897
66011,2017,6,17,0.0,1.0,898
66011,2017,6,18,0.0,1.0,899
66011,2017,6,19,1.0,1.0,900
66011,2017,6,20,3.0,1.0,901
66011,2017,6,21,1.0,1.0,902
66011,2017,6,22,0.0,1.0,903
66011,2017,6,23,0.0,1.0,904
66011,2017,6,24,0.0,1.0,905
66011,2017,6,25,0.0,1.0,906
66011,2017,6,26,0.0,1.0,907
66011,2017,6,27,0.0,1.0,908
66011,2017,6,28,0.0,1.0,909
66011,2017,6,29,2.0,1.0,910
66011,2017,6,30,0.0,1.0,911
66011,2017,7,1,0.0,1.0,912
66011,2017,7,2,0.0,1.0,913
66011,2017,7,3,0.0,1.0,914
66011,2017,7,4,0.0,1.0,915
66011,2017,7,5,0.0,1.0,916
66011,2017,7,6,0.0,1.0,917
66011,2017,7,7,0.0,1.0,918
66011,2017,7,8,0.0,1.0,919
66011,2017,7,9,0.0,1.0,920
66011,2017,7,10,0.0,1.0,921
66011,2017,7,11,0.0,1.0,922
66011,2017,7,12,0.0,1.0,923
66011,2017,7,13,5.0,1.0,924
66011,2017,7,14,0.0,1.0,925
66011,2017,7,15,1.0,1.0,926
66011,2017,7,16,0.0,1.0,927
66011,2017,7,17,0.0,1.0,928
66011,2017,7,18,0.0,1.0,929
66011,2017,7,19,0.0,1.0,930
66011,2017,7,20,0.0,1.0,931
66011,2017,7,21,0.0,1.0,932
66011,2017,7,22,0.0,1.0,933
66011,2017,7,23,0.0,1.0,934
66011,2017,7,24,0.0,1.0,935
66011,2017,7,25,0.0,1.0,936
66011,2017,7,26,0.0,1.0,937
66011,2017,7,27,0.0,1.0,938
66011,2017,7,28,0.0,1.0,939
66011,2017,7,29,0.0,1.0,940
66011,2017,7,30,0.0,1.0,941
66011,2017,7,31,0.0,1.0,942
66011,2017,8,1,7.0,1.0,943
66011,2017,8,2,0.0,1.0,944
66011,2017,8,3,0.0,1.0,945
66011,2017,8,5,0.0,1.0,947
66011,2017,8,6,0.0,1.0,948
66011,2017,8,7,0.0,1.0,949
66011,2017,8,8,0.0,1.0,950
66011,2017,8,19,0.0,1.0,961
66011,2017,8,20,0.0,1.0,962
66011,2017,8,21,0.0,1.0,963
66011,2017,8,22,0.0,1.0,964
66011,2017,8,23,0.0,1.0,965
66011,2017,8,24,0.0,1.0,966
66011,2017,8,25,0.0,1.0,967
66011,2017,8,26,0.0,1.0,968
66011,2017,8,27,0.0,1.0,969
66011,2017,8,28,1.0,1.0,970
66011,2017,8,29,0.0,1.0,971
66011,2017,8,30,0.0,1.0,972
66011,2017,8,31,0.0,1.0,973
66011,2017,9,1,0.0,1.0,974
66011,2017,9,2,0.0,1.0,975
66011,2017,9,3,0.0,1.0,976
66011,2017,9,4,0.0,1.0,977
66011,2017,9,5,0.0,1.0,978
66011,2017,9,6,0.0,1.0,979
66011,2017,9,7,0.0,1.0,980
66011,2017,9,8,0.0,1.0,981
66011,2017,9,9,0.0,1.0,982
66011,2017,9,10,0.0,1.0,983
66011,2017,9,11,0.0,1.0,984
66011,2017,9,12,0.0,1.0,985
66011,2017,9,13,0.0,1.0,986
66011,2017,9,14,0.0,1.0,987
66011,2017,9,15,0.0,1.0,988
66011,2017,9,16,0.0,1.0,989
66011,2017,9,17,0.0,1.0,990
66011,2017,9,18,0.0,1.0,991
66011,2017,9,19,0.0,1.0,992
66011,2017,9,20,0.0,1.0,993
66011,2017,9,21,0.0,1.0,994
66011,2017,9,22,0.0,1.0,995
66011,2017,9,23,0.0,1.0,996
66011,2017,9,24,0.0,1.0,997
66011,2017,9,25,0.0,1.0,998
66011,2017,9,26,0.0,1.0,999
66011,2017,9,27,0.0,1.0,1000
66011,2017,9,28,0.0,1.0,1001
66011,2017,9,29,0.0,1.0,1002
66011,2017,9,30,0.0,1.0,1003
66011,2017,10,1,0.0,1.0,1004
66011,2017,10,2,0.0,1.0,1005
66011,2017,10,3,0.0,1.0,1006
66011,2017,10,4,0.0,1.0,1007
66011,2017,10,5,0.0,1.0,1008
66011,2017,10,6,0.0,1.0,1009
66011,2017,10,7,0.0,1.0,1010
66011,2017,10,8,0.0,1.0,1011
66011,2017,10,9,0.0,1.0,1012
66011,2017,10,10,0.0,1.0,1013
66011,2017,10,11,0.0,1.0,1014
66011,2017,10,12,1.0,1.0,1015
66011,2017,10,13,0.0,1.0,1016
66011,2017,10,14,0.0,1.0,1017
66011,2017,10,15,1.0,1.0,1018
66011,2017,10,16,0.0,1.0,1019
66011,2017,10,17,0.0,1.0,1020
66011,2017,10,18,0.0,1.0,1021
66011,2017,10,19,0.0,1.0,1022
66011,2017,10,20,7.0,1.0,1023
66011,2017,10,21,18.0,1.0,1024
66011,2017,10,22,0.0,1.0,1025
66011,2017,10,23,7.0,1.0,1026
66011,2017,10,24,0.0,1.0,1027
66011,2017,10,25,0.0,1.0,1028
66011,2017,10,26,0.0,1.0,1029
66011,2017,10,27,55.0,1.0,1030
66011,2017,10,28,0.0,1.0,1031
66011,2017,10,29,0.0,1.0,1032
66011,2017,10,30,0.0,1.0,1033
66011,2017,10,31,0.0,1.0,1034
66011,2017,11,1,0.0,1.0,1035
66011,2017,11,2,0.0,1.0,1036
66011,2017,11,3,0.0,1.0,1037
66011,2017,11,4,3.0,1.0,1038
66011,2017,11,5,30.0,1.0,1039
66011,2017,11,6,7.0,1.0,1040
66011,2017,11,7,2.0,1.0,1041
66011,2017,11,8,0.0,1.0,1042
66011,2017,11,9,0.0,1.0,1043
66011,2017,11,10,0.0,1.0,1044
66011,2017,11,11,0.0,1.0,1045
66011,2017,11,12,0.0,1.0,1046
66011,2017,11,13,0.0,1.0,1047
66011,2017,11,14,0.0,1.0,1048
66011,2017,11,15,0.0,1.0,1049
66011,2017,11,16,0.0,1.0,1050
66011,2017,11,17,0.0,1.0,1051
66011,2017,11,18,0.0,1.0,1052
66011,2017,11,19,0.0,1.0,1053
66011,2017,11,20,2.0,1.0,1054
66011,2017,11,21,3.0,1.0,1055
66011,2017,11,22,0.0,1.0,1056
66011,2017,11,23,1.0,1.0,1057
66011,2017,11,24,0.0,1.0,1058
66011,2017,11,25,0.0,1.0,1059
66011,2017,11,26,0.0,1.0,1060
66011,2017,11,27,0.0,1.0,1061
66011,2017,11,28,0.0,1.0,1062
66011,2017,11,29,0.0,1.0,1063
66011,2017,11,30,1.0,1.0,1064
66011,2017,12,1,0.0,1.0,1065
66011,2017,12,2,0.0,1.0,1066
66011,2017,12,3,11.0,1.0,1067
66011,2017,12,4,0.0,1.0,1068
66011,2017,12,5,12.0,1.0,1069
66011,2017,12,6,0.0,1.0,1070
66011,2017,12,7,3.0,1.0,1071
66011,2017,12,8,0.0,1.0,1072
66011,2017,12,9,0.0,1.0,1073
66011,2017,12,10,0.0,1.0,1074
66011,2017,12,11,0.0,1.0,1075
66011,2017,12,12,0.0,1.0,1076
66011,2017,12,13,0.0,1.0,1077
66011,2017,12,14,0.0,1.0,1078
66011,2017,12,15,11.0,1.0,1079
66011,2017,12,16,0.0,1.0,1080
66011,2017,12,17,0.0,1.0,1081
66011,2017,12,18,0.0,1.0,1082
66011,2017,12,19,0.0,1.0,1083
66011,2017,12,20,0.0,1.0,1084
66011,2017,12,21,4.0,1.0,1085
66011,2017,12,22,1.0,1.0,1086
66011,2017,12,23,0.0,1.0,1087
66011,2017,12,24,0.0,1.0,1088
66011,2017,12,25,0.0,1.0,1089
66011,2017,12,26,0.0,1.0,1090
66011,2017,12,27,1.0,1.0,1091
66011,2017,12,28,0.0,1.0,1092
66011,2017,12,29,0.0,1.0,1093
66011,2017,12,30,4.0,1.0,1094
66011,2017,12,31,1.0,1.0,1095
66011,2018,1,1,1.0,1.0,1096
66011,2018,1,2,0.0,1.0,1097
66011,2018,1,3,0.0,1.0,1098
66011,2018,1,4,1.0,1.0,1099
66011,2018,1,5,0.0,1.0,1100
66011,2018,1,6,0.0,1.0,1101
66011,2018,1,7,0.0,1.0,1102
66011,2018,1,8,0.0,1.0,1103
66011,2018,1,9,28.0,1.0,1104
66011,2018,1,10,3.0,1.0,1105
66011,2018,1,11,0.0,1.0,1106
66011,2018,1,12,0.0,1.0,1107
66011,2018,1,13,0.0,1.0,1108
66011,2018,1,14,1.0,1.0,1109
66011,2018,1,15,0.0,1.0,1110
66011,2018,1,16,0.0,1.0,1111
66011,2018,1,17,0.0,1.0,1112
66011,2018,1,18,0.0,1.0,1113
66011,2018,1,19,0.0,1.0,1114
66011,2018,1,20,0.0,1.0,1115
66011,2018,1,21,0.0,1.0,1116
66011,2018,1,22,0.0,1.0,1117
66011,2018,1,23,0.0,1.0,1118
66011,2018,1,24,0.0,1.0,1119
66011,2018,1,25,0.0,1.0,1120
66011,2018,1,26,0.0,1.0,1121
66011,2018,1,27,0.0,1.0,1122
66011,2018,1,28,0.0,1.0,1123
66011,2018,1,29,0.0,1.0,1124
66011,2018,1,30,0.0,1.0,1125
66011,2018,1,31,1.0,1.0,1126
66011,2018,2,1,0.0,1.0,1127
66011,2018,2,2,2.0,1.0,1128
66011,2018,2,3,20.0,1.0,1129
66011,2018,2,4,4.0,1.0,1130
66011,2018,2,5,0.0,1.0,1131
66011,2018,2,6,0.0,1.0,1132
66011,2018,2,7,0.0,1.0,1133
66011,2018,2,8,0.0,1.0,1134
66011,2018,2,9,0.0,1.0,1135
66011,2018,2,10,2.0,1.0,1136
66011,2018,2,11,2.0,1.0,1137
66011,2018,2,12,0.0,1.0,1138
66011,2018,2,13,0.0,1.0,1139
66011,2018,2,14,0.0,1.0,1140
66011,2018,2,15,0.0,1.0,1141
66011,2018,2,16,0.0,1.0,1142
66011,2018,2,17,0.0,1.0,1143
66011,2018,2,18,0.0,1.0,1144
66011,2018,2,19,0.0,1.0,1145
66011,2018,2,20,2.0,1.0,1146
66011,2018,2,21,0.0,1.0,1147
66011,2018,2,22,0.0,1.0,1148
66011,2018,2,23,0.0,1.0,1149
66011,2018,2,24,0.0,1.0,1150
66011,2018,2,25,1.0,1.0,1151
66011,2018,2,26,72.0,1.0,1152
66011,2018,2,27,3.0,1.0,1153
66011,2018,2,28,1.0,1.0,1154
66011,2018,3,1,0.0,1.0,1155
66011,2018,3,2,0.0,1.0,1156
66011,2018,3,3,0.0,1.0,1157
66011,2018,3,4,0.0,1.0,1158
66011,2018,3,5,0.0,1.0,1159
66011,2018,3,6,7.0,1.0,1160
66011,2018,3,7,7.0,1.0,1161
66011,2018,3,8,0.0,1.0,1162
66011,2018,3,9,0.0,1.0,1163
66011,2018,3,10,0.0,1.0,1164
66011,2018,3,11,0.0,1.0,1165
66011,2018,3,12,0.0,1.0,1166
66011,2018,3,13,44.0,1.0,1167
66011,2018,3,14,7.0,1.0,1168
66011,2018,3,15,0.0,1.0,1169
66011,2018,3,16,1.0,1.0,1170
66011,2018,3,17,0.0,1.0,1171
66011,2018,3,18,0.0,1.0,1172
66011,2018,3,19,0.0,1.0,1173
66011,2018,3,20,0.0,1.0,1174
66011,2018,3,21,15.0,1.0,1175
66011,2018,3,22,5.0,1.0,1176
66011,2018,3,23,6.0,1.0,1177
66011,2018,3,24,0.0,1.0,1178
66011,2018,3,25,2.0,1.0,1179
66011,2018,3,26,12.0,1.0,1180
66011,2018,3,27,0.0,1.0,1181
66011,2018,3,28,0.0,1.0,1182
66011,2018,3,29,0.0,1.0,1183
66011,2018,3,30,0.0,1.0,1184
66011,2018,3,31,0.0,1.0,1185
66011,2018,4,1,0.0,1.0,1186
66011,2018,4,2,0.0,1.0,1187
66011,2018,4,3,1.0,1.0,1188
66011,2018,4,4,0.0,1.0,1189
66011,2018,4,5,0.0,1.0,1190
66011,2018,4,6,0.0,1.0,1191
66011,2018,4,7,0.0,1.0,1192
66011,2018,4,8,0.0,1.0,1193
66011,2018,4,9,0.0,1.0,1194
66011,2018,4,10,0.0,1.0,1195
66011,2018,4,11,0.0,1.0,1196
66011,2018,4,12,0.0,1.0,1197
66011,2018,4,13,0.0,1.0,1198
66011,2018,4,14,0.0,1.0,1199
66011,2018,4,15,0.0,1.0,1200
66011,2018,4,16,0.0,1.0,1201
66011,2018,4,17,0.0,1.0,1202
66011,2018,4,18,0.0,1.0,1203
66011,2018,4,19,0.0,1.0,1204
66011,2018,4,20,0.0,1.0,1205
66011,2018,4,21,0.0,1.0,1206
66011,2018,4,22,0.0,1.0,1207
66011,2018,4,23,0.0,1.0,1208
66011,2018,4,24,0.0,1.0,1209
66011,2018,4,25,0.0,1.0,1210
66011,2018,4,26,0.0,1.0,1211
66011,2018,4,27,2.0,1.0,1212
66011,2018,4,28,7.0,1.0,1213
66011,2018,4,29,1.0,1.0,1214
66011,2018,4,30,8.0,1.0,1215
66011,2018,5,1,0.0,1.0,1216
66011,2018,5,2,0.0,1.0,1217
66011,2018,5,3,0.0,1.0,1218
66011,2018,5,4,0.0,1.0,1219
66011,2018,5,5,0.0,1.0,1220
66011,2018,5,6,0.0,1.0,1221
66011,2018,5,7,0.0,1.0,1222
66011,2018,5,8,0.0,1.0,1223
66011,2018,5,9,0.0,1.0,1224
66011,2018,5,10,0.0,1.0,1225
66011,2018,5,11,0.0,1.0,1226
66011,2018,5,12,3.0,1.0,1227
66011,2018,5,13,0.0,1.0,1228
66011,2018,5,14,10.0,1.0,1229
66011,2018,5,15,0.0,1.0,1230
66011,2018,5,16,0.0,1.0,1231
66011,2018,5,17,0.0,1.0,1232
66011,2018,5,18,0.0,1.0,1233
66011,2018,5,19,0.0,1.0,1234
66011,2018,5,20,0.0,1.0,1235
66011,2018,5,21,0.0,1.0,1236
66011,2018,5,22,0.0,1.0,1237
66011,2018,5,23,0.0,1.0,1238
66011,2018,5,24,0.0,1.0,1239
66011,2018,5,25,0.0,1.0,1240
66011,2018,5,26,0.0,1.0,1241
66011,2018,5,27,0.0,1.0,1242
66011,2018,5,28,0.0,1.0,1243
66011,2018,5,29,0.0,1.0,1244
66011,2018,5,30,4.0,1.0,1245
66011,2018,5,31,5.0,1.0,1246
66011,2018,6,1,0.0,1.0,1247
66011,2018,6,2,0.0,1.0,1248
66011,2018,6,3,1.0,1.0,1249
66011,2018,6,4,1.0,1.0,1250
66011,2018,6,5,1.0,1.0,1251
66011,2018,6,6,22.0,1.0,1252
66011,2018,6,7,16.0,1.0,1253
66011,2018,6,8,0.0,1.0,1254
66011,2018,6,9,6.0,1.0,1255
66011,2018,6,10,3.0,1.0,1256
66011,2018,6,11,11.0,1.0,1257
66011,2018,6,12,0.0,1.0,1258
66011,2018,6,13,0.0,1.0,1259
66011,2018,6,14,0.0,1.0,1260
66011,2018,6,15,0.0,1.0,1261
66011,2018,6,16,0.0,1.0,1262
66011,2018,6,17,0.0,1.0,1263
66011,2018,6,18,0.0,1.0,1264
66011,2018,6,19,12.0,1.0,1265
66011,2018,6,20,44.0,1.0,1266
66011,2018,6,21,2.0,1.0,1267
66011,2018,6,22,1.0,1.0,1268
66011,2018,6,23,0.0,1.0,1269
66011,2018,6,24,0.0,1.0,1270
66011,2018,6,25,0.0,1.0,1271
66011,2018,6,26,0.0,1.0,1272
66011,2018,6,27,1.0,1.0,1273
66011,2018,6,28,6.0,1.0,1274
66011,2018,6,29,8.0,1.0,1275
66011,2018,6,30,0.0,1.0,1276
66011,2018,7,1,0.0,1.0,1277
66011,2018,7,2,0.0,1.0,1278
66011,2018,7,3,6.0,1.0,1279
66011,2018,7,4,1.0,1.0,1280
66011,2018,7,5,0.0,1.0,1281
66011,2018,7,6,0.0,1.0,1282
66011,2018,7,7,0.0,1.0,1283
66011,2018,7,8,0.0,1.0,1284
66011,2018,7,9,0.0,1.0,1285
66011,2018,7,10,0.0,1.0,1286
66011,2018,7,11,0.0,1.0,1287
66011,2018,7,12,0.0,1.0,1288
66011,2018,7,13,0.0,1.0,1289
66011,2018,7,14,0.0,1.0,1290
66011,2018,7,15,0.0,1.0,1291
66011,2018,7,16,0.0,1.0,1292
66011,2018,7,17,0.0,1.0,1293
66011,2018,7,18,0.0,1.0,1294
66011,2018,7,19,0.0,1.0,1295
66011,2018,7,20,0.0,1.0,1296
66011,2018,7,21,0.0,1.0,1297
66011,2018,7,22,0.0,1.0,1298
66011,2018,7,23,0.0,1.0,1299
66011,2018,7,24,0.0,1.0,1300
66011,2018,7,25,0.0,1.0,1301
66011,2018,7,26,0.0,1.0,1302
66011,2018,7,27,0.0,1.0,1303
66011,2018,7,28,0.0,1.0,1304
66011,2018,7,29,0.0,1.0,1305
66011,2018,7,30,0.0,1.0,1306
66011,2018,7,31,0.0,1.0,1307
66011,2018,8,1,0.0,1.0,1308
66011,2018,8,2,0.0,1.0,1309
66011,2018,8,3,0.0,1.0,1310
66011,2018,8,4,0.0,1.0,1311
66011,2018,8,5,0.0,1.0,1312
66011,2018,8,6,0.0,1.0,1313
66011,2018,8,7,1.0,1.0,1314
66011,2018,8,8,0.0,1.0,1315
66011,2018,8,9,0.0,1.0,1316
66011,2018,8,10,0.0,1.0,1317
66011,2018,8,11,0.0,1.0,1318
66011,2018,8,12,0.0,1.0,1319
66011,2018,8,13,0.0,1.0,1320
66011,2018,8,14,0.0,1.0,1321
66011,2018,8,15,0.0,1.0,1322
66011,2018,8,16,0.0,1.0,1323
66011,2018,8,17,0.0,1.0,1324
66011,2018,8,18,0.0,1.0,1325
66011,2018,8,19,0.0,1.0,1326
66011,2018,8,20,0.0,1.0,1327
66011,2018,8,21,0.0,1.0,1328
66011,2018,8,22,0.0,1.0,1329
66011,2018,8,23,0.0,1.0,1330
66011,2018,8,24,1.0,1.0,1331
66011,2018,8,25,1.0,1.0,1332
66011,2018,8,26,0.0,1.0,1333
66011,2018,8,27,2.0,1.0,1334
66011,2018,8,28,0.0,1.0,1335
66011,2018,8,29,0.0,1.0,1336
66011,2018,8,30,0.0,1.0,1337
66011,2018,8,31,0.0,1.0,1338
66011,2018,9,1,2.0,1.0,1339
66011,2018,9,2,1.0,1.0,1340
66011,2018,9,3,1.0,1.0,1341
66011,2018,9,4,10.0,1.0,1342
66011,2018,9,5,1.0,1.0,1343
66011,2018,9,6,1.0,1.0,1344
66011,2018,9,7,3.0,1.0,1345
66011,2018,9,8,6.0,1.0,1346
66011,2018,9,9,1.0,1.0,1347
66011,2018,9,10,0.0,1.0,1348
66011,2018,9,11,0.0,1.0,1349
66011,2018,9,12,0.0,1.0,1350
66011,2018,9,13,0.0,1.0,1351
66011,2018,9,14,0.0,1.0,1352
66011,2018,9,15,0.0,1.0,1353
66011,2018,9,16,0.0,1.0,1354
66011,2018,9,17,0.0,1.0,1355
66011,2018,9,18,0.0,1.0,1356
66011,2018,9,19,0.0,1.0,1357
66011,2018,9,20,7.0,1.0,1358
66011,2018,9,21,0.0,1.0,1359
66011,2018,9,22,0.0,1.0,1360
66011,2018,9,23,0.0,1.0,1361
66011,2018,9,24,0.0,1.0,1362
66011,2018,9,25,0.0,1.0,1363
66011,2018,9,26,9.0,1.0,1364
66011,2018,9,27,2.0,1.0,1365
66011,2018,9,28,0.0,1.0,1366
66011,2018,9,29,0.0,1.0,1367
66011,2018,9,30,0.0,1.0,1368
66011,2018,10,1,0.0,1.0,1369
66011,2018,10,2,0.0,1.0,1370
66011,2018,10,3,0.0,1.0,1371
66011,2018,10,4,3.0,1.0,1372
66011,2018,10,5,56.0,1.0,1373
66011,2018,10,6,28.0,1.0,1374
66011,2018,10,7,3.0,1.0,1375
66011,2018,10,8,10.0,1.0,1376
66011,2018,10,9,2.0,1.0,1377
66011,2018,10,10,0.0,1.0,1378
66011,2018,10,11,14.0,1.0,1379
66011,2018,10,12,13.0,1.0,1380
66011,2018,10,13,9.0,1.0,1381
66011,2018,10,14,36.0,1.0,1382
